index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_community_coverage,x_cv_past_year,x_cv_poor_response,x_cv_sx_scale,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
1867,84,80,,asia_east,m_all,,,male,-99.0,,0.1319051,0,0,0,0,0.0,0.0,1990,1990
1868,84,80,,asia_southeast,m_all,,,male,-99.0,,0.1109806,0,0,0,0,0.0,0.0,1990,1990
1869,84,80,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.1504758,0,0,0,0,0.0,0.0,1990,1990
1870,84,80,,latin_america_andean,m_all,,,male,-99.0,,0.0979995,0,0,0,0,0.0,0.0,1990,1990
1871,84,80,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1103003,0,0,0,0,0.0,0.0,1990,1990
1872,84,80,,asia_south,m_all,,,male,-99.0,,0.1251726,0,0,0,0,0.0,0.0,1990,1990
1873,84,80,,asia_central,m_all,,,male,-99.0,,0.1320726,0,0,0,0,0.0,0.0,1990,1990
1874,84,80,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.1192375,0,0,0,0,0.0,0.0,1990,1990
1875,84,80,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.1253672,0,0,0,0,0.0,0.0,1990,1990
1876,84,80,,latin_america_southern,m_all,,,male,-99.0,,0.1214629,0,0,0,0,0.0,0.0,1990,1990
1877,84,80,,europe_central,m_all,,,male,-99.0,,0.1465232,0,0,0,0,0.0,0.0,1990,1990
1878,84,80,,latin_america_central,m_all,,,male,-99.0,,0.0972616,0,0,0,0,0.0,0.0,1990,1990
1879,84,80,,europe_eastern,m_all,,,male,-99.0,,0.147745,0,0,0,0,0.0,0.0,1990,1990
1880,84,80,,latin_america_tropical,m_all,,,male,-99.0,,0.1067613,0,0,0,0,0.0,0.0,1990,1990
1881,84,80,,europe_western,m_all,,,male,-99.0,,0.1166604,0,0,0,0,0.0,0.0,1990,1990
1882,84,80,,oceania,m_all,,,male,-99.0,,0.163051,0,0,0,0,0.0,0.0,1990,1990
1883,84,80,,australasia,m_all,,,male,-99.0,,0.1103674,0,0,0,0,0.0,0.0,1990,1990
1884,84,80,,caribbean,m_all,,,male,-99.0,,0.103386,0,0,0,0,0.0,0.0,1990,1990
1885,84,80,,north_africa_middle_east,m_all,,,male,-99.0,,0.1174694,0,0,0,0,0.0,0.0,1990,1990
1886,84,80,,north_america_high_income,m_all,,,male,-99.0,,0.1030603,0,0,0,0,0.0,0.0,1990,1990
1887,89,85,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1745589,0,0,0,0,0.0,0.0,1990,1990
1888,89,85,,north_america_high_income,m_all,,,male,-99.0,,0.1667197,0,0,0,0,0.0,0.0,1990,1990
1889,89,85,,latin_america_southern,m_all,,,male,-99.0,,0.1874376,0,0,0,0,0.0,0.0,1990,1990
1890,89,85,,europe_central,m_all,,,male,-99.0,,0.2133212,0,0,0,0,0.0,0.0,1990,1990
1891,89,85,,asia_central,m_all,,,male,-99.0,,0.1982567,0,0,0,0,0.0,0.0,1990,1990
1892,89,85,,latin_america_andean,m_all,,,male,-99.0,,0.159979,0,0,0,0,0.0,0.0,1990,1990
1893,89,85,,australasia,m_all,,,male,-99.0,,0.1750065,0,0,0,0,0.0,0.0,1990,1990
1894,89,85,,north_africa_middle_east,m_all,,,male,-99.0,,0.1829235,0,0,0,0,0.0,0.0,1990,1990
1895,89,85,,europe_eastern,m_all,,,male,-99.0,,0.2142635,0,0,0,0,0.0,0.0,1990,1990
1896,89,85,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.1912092,0,0,0,0,0.0,0.0,1990,1990
1897,89,85,,asia_pacific_high_income,m_all,,,male,-99.0,,0.1674539,0,0,0,0,0.0,0.0,1990,1990
1898,89,85,,europe_western,m_all,,,male,-99.0,,0.1814522,0,0,0,0,0.0,0.0,1990,1990
1899,89,85,,caribbean,m_all,,,male,-99.0,,0.1628255,0,0,0,0,0.0,0.0,1990,1990
1900,89,85,,oceania,m_all,,,male,-99.0,,0.2293871,0,0,0,0,0.0,0.0,1990,1990
1901,89,85,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.1847859,0,0,0,0,0.0,0.0,1990,1990
1902,89,85,,asia_southeast,m_all,,,male,-99.0,,0.1728345,0,0,0,0,0.0,0.0,1990,1990
1903,89,85,,latin_america_central,m_all,,,male,-99.0,,0.1596615,0,0,0,0,0.0,0.0,1990,1990
1904,89,85,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.2169728,0,0,0,0,0.0,0.0,1990,1990
1905,89,85,,asia_east,m_all,,,male,-99.0,,0.1984089,0,0,0,0,0.0,0.0,1990,1990
1906,89,85,,latin_america_tropical,m_all,,,male,-99.0,,0.1709235,0,0,0,0,0.0,0.0,1990,1990
1907,94,90,,latin_america_andean,m_all,,,male,-99.0,,0.2533146,0,0,0,0,0.0,0.0,1990,1990
1908,94,90,,europe_central,m_all,,,male,-99.0,,0.3049947,0,0,0,0,0.0,0.0,1990,1990
1909,94,90,,asia_central,m_all,,,male,-99.0,,0.2912456,0,0,0,0,0.0,0.0,1990,1990
1910,94,90,,latin_america_southern,m_all,,,male,-99.0,,0.2822749,0,0,0,0,0.0,0.0,1990,1990
1911,94,90,,europe_eastern,m_all,,,male,-99.0,,0.3054962,0,0,0,0,0.0,0.0,1990,1990
1912,94,90,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.2829882,0,0,0,0,0.0,0.0,1990,1990
1913,94,90,,caribbean,m_all,,,male,-99.0,,0.2541566,0,0,0,0,0.0,0.0,1990,1990
1914,94,90,,europe_western,m_all,,,male,-99.0,,0.27441,0,0,0,0,0.0,0.0,1990,1990
1915,94,90,,asia_pacific_high_income,m_all,,,male,-99.0,,0.2608595,0,0,0,0,0.0,0.0,1990,1990
1916,94,90,,oceania,m_all,,,male,-99.0,,0.3206018,0,0,0,0,0.0,0.0,1990,1990
1917,94,90,,latin_america_central,m_all,,,male,-99.0,,0.2537544,0,0,0,0,0.0,0.0,1990,1990
1918,94,90,,asia_southeast,m_all,,,male,-99.0,,0.2633379,0,0,0,0,0.0,0.0,1990,1990
1919,94,90,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.2784163,0,0,0,0,0.0,0.0,1990,1990
1920,94,90,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.3086791,0,0,0,0,0.0,0.0,1990,1990
1921,94,90,,latin_america_tropical,m_all,,,male,-99.0,,0.265139,0,0,0,0,0.0,0.0,1990,1990
1922,94,90,,asia_south,m_all,,,male,-99.0,,0.2847883,0,0,0,0,0.0,0.0,1990,1990
1923,94,90,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.2681713,0,0,0,0,0.0,0.0,1990,1990
1924,94,90,,asia_east,m_all,,,male,-99.0,,0.2912284,0,0,0,0,0.0,0.0,1990,1990
1925,94,90,,north_africa_middle_east,m_all,,,male,-99.0,,0.2755303,0,0,0,0,0.0,0.0,1990,1990
1926,94,90,,australasia,m_all,,,male,-99.0,,0.2689637,0,0,0,0,0.0,0.0,1990,1990
1927,99,95,,north_africa_middle_east,m_all,,,male,-99.0,,0.3866949,0,0,0,0,0.0,0.0,1990,1990
1928,99,95,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.4171588,0,0,0,0,0.0,0.0,1990,1990
1929,99,95,,caribbean,m_all,,,male,-99.0,,0.3692816,0,0,0,0,0.0,0.0,1990,1990
1930,99,95,,latin_america_tropical,m_all,,,male,-99.0,,0.3807323,0,0,0,0,0.0,0.0,1990,1990
1931,99,95,,latin_america_andean,m_all,,,male,-99.0,,0.3694313,0,0,0,0,0.0,0.0,1990,1990
1932,99,95,,north_america_high_income,m_all,,,male,-99.0,,0.3771288,0,0,0,0,0.0,0.0,1990,1990
1933,99,95,,oceania,m_all,,,male,-99.0,,0.425994,0,0,0,0,0.0,0.0,1990,1990
1934,99,95,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.3832524,0,0,0,0,0.0,0.0,1990,1990
1935,99,95,,asia_east,m_all,,,male,-99.0,,0.4023848,0,0,0,0,0.0,0.0,1990,1990
1936,99,95,,europe_central,m_all,,,male,-99.0,,0.4137653,0,0,0,0,0.0,0.0,1990,1990
1937,99,95,,latin_america_central,m_all,,,male,-99.0,,0.3707512,0,0,0,0,0.0,0.0,1990,1990
1938,99,95,,australasia,m_all,,,male,-99.0,,0.3838837,0,0,0,0,0.0,0.0,1990,1990
1939,99,95,,europe_eastern,m_all,,,male,-99.0,,0.4132725,0,0,0,0,0.0,0.0,1990,1990
1940,99,95,,asia_pacific_high_income,m_all,,,male,-99.0,,0.3763717,0,0,0,0,0.0,0.0,1990,1990
1941,99,95,,europe_western,m_all,,,male,-99.0,,0.3883617,0,0,0,0,0.0,0.0,1990,1990
1942,99,95,,asia_central,m_all,,,male,-99.0,,0.4022973,0,0,0,0,0.0,0.0,1990,1990
1943,99,95,,asia_south,m_all,,,male,-99.0,,0.3977897,0,0,0,0,0.0,0.0,1990,1990
1944,99,95,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.3952319,0,0,0,0,0.0,0.0,1990,1990
1945,99,95,,asia_southeast,m_all,,,male,-99.0,,0.3756361,0,0,0,0,0.0,0.0,1990,1990
1946,99,95,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.3918173,0,0,0,0,0.0,0.0,1990,1990
1947,101,100,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.5454289,0,0,0,0,0.0,0.0,1990,1990
1948,101,100,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.5317348,0,0,0,0,0.0,0.0,1990,1990
1949,101,100,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.5237449,0,0,0,0,0.0,0.0,1990,1990
1950,101,100,,asia_central,m_all,,,male,-99.0,,0.535028,0,0,0,0,0.0,0.0,1990,1990
1951,101,100,,north_africa_middle_east,m_all,,,male,-99.0,,0.5245374,0,0,0,0,0.0,0.0,1990,1990
1952,101,100,,asia_pacific_high_income,m_all,,,male,-99.0,,0.5194049,0,0,0,0,0.0,0.0,1990,1990
1953,101,100,,australasia,m_all,,,male,-99.0,,0.5241625,0,0,0,0,0.0,0.0,1990,1990
1954,101,100,,asia_southeast,m_all,,,male,-99.0,,0.5178474,0,0,0,0,0.0,0.0,1990,1990
1955,101,100,,europe_central,m_all,,,male,-99.0,,0.5422677,0,0,0,0,0.0,0.0,1990,1990
1956,101,100,,europe_western,m_all,,,male,-99.0,,0.5263829,0,0,0,0,0.0,0.0,1990,1990
1957,101,100,,asia_east,m_all,,,male,-99.0,,0.5354328,0,0,0,0,0.0,0.0,1990,1990
1958,101,100,,latin_america_central,m_all,,,male,-99.0,,0.5159543,0,0,0,0,0.0,0.0,1990,1990
1959,101,100,,caribbean,m_all,,,male,-99.0,,0.5123942,0,0,0,0,0.0,0.0,1990,1990
1960,101,100,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.5295194,0,0,0,0,0.0,0.0,1990,1990
1961,101,100,,latin_america_tropical,m_all,,,male,-99.0,,0.5222918,0,0,0,0,0.0,0.0,1990,1990
1962,101,100,,latin_america_andean,m_all,,,male,-99.0,,0.514561,0,0,0,0,0.0,0.0,1990,1990
1963,101,100,,north_america_high_income,m_all,,,male,-99.0,,0.5200145,0,0,0,0,0.0,0.0,1990,1990
1964,101,100,,latin_america_southern,m_all,,,male,-99.0,,0.5342658,0,0,0,0,0.0,0.0,1990,1990
1965,101,100,,oceania,m_all,,,male,-99.0,,0.5538635,0,0,0,0,0.0,0.0,1990,1990
1966,101,100,,asia_south,m_all,,,male,-99.0,,0.5334588,0,0,0,0,0.0,0.0,1990,1990
1967,0,0,,oceania,m_all,,,male,-99.0,,0.0549699,0,0,0,0,0.0,0.0,2005,2005
1968,0,0,,latin_america_central,m_all,,,male,-99.0,,0.0211124,0,0,0,0,0.0,0.0,2005,2005
1969,0,0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.120622,0,0,0,0,0.0,0.0,2005,2005
1970,0,0,,latin_america_tropical,m_all,,,male,-99.0,,0.0267884,0,0,0,0,0.0,0.0,2005,2005
1971,0,0,,latin_america_andean,m_all,,,male,-99.0,,0.0305504,0,0,0,0,0.0,0.0,2005,2005
1972,0,0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0486925,0,0,0,0,0.0,0.0,2005,2005
1973,0,0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.082891,0,0,0,0,0.0,0.0,2005,2005
1974,0,0,,caribbean,m_all,,,male,-99.0,,0.0391144,0,0,0,0,0.0,0.0,2005,2005
1975,0,0,,asia_south,m_all,,,male,-99.0,,0.0613252,0,0,0,0,0.0,0.0,2005,2005
1976,0,0,,europe_central,m_all,,,male,-99.0,,0.0087667,0,0,0,0,0.0,0.0,2005,2005
1977,0,0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1202299,0,0,0,0,0.0,0.0,2005,2005
1978,0,0,,north_america_high_income,m_all,,,male,-99.0,,0.0074057,0,0,0,0,0.0,0.0,2005,2005
1979,0,0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0392971,0,0,0,0,0.0,0.0,2005,2005
1980,0,0,,australasia,m_all,,,male,-99.0,,0.0053131,0,0,0,0,0.0,0.0,2005,2005
1981,0,0,,asia_central,m_all,,,male,-99.0,,0.0389398,0,0,0,0,0.0,0.0,2005,2005
1982,0,0,,europe_eastern,m_all,,,male,-99.0,,0.0144209,0,0,0,0,0.0,0.0,2005,2005
1983,0,0,,asia_southeast,m_all,,,male,-99.0,,0.0308316,0,0,0,0,0.0,0.0,2005,2005
1984,0,0,,latin_america_southern,m_all,,,male,-99.0,,0.01384,0,0,0,0,0.0,0.0,2005,2005
1985,0,0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.003303,0,0,0,0,0.0,0.0,2005,2005
1986,0,0,,europe_western,m_all,,,male,-99.0,,0.0044268,0,0,0,0,0.0,0.0,2005,2005
1987,4,1,,caribbean,m_all,,,male,-99.0,,0.0020963,0,0,0,0,0.0,0.0,2005,2005
1988,4,1,,europe_central,m_all,,,male,-99.0,,0.0004474,0,0,0,0,0.0,0.0,2005,2005
1989,4,1,,latin_america_andean,m_all,,,male,-99.0,,0.0026981,0,0,0,0,0.0,0.0,2005,2005
1990,4,1,,north_africa_middle_east,m_all,,,male,-99.0,,0.002644,0,0,0,0,0.0,0.0,2005,2005
1991,4,1,,australasia,m_all,,,male,-99.0,,0.0002841,0,0,0,0,0.0,0.0,2005,2005
1992,4,1,,asia_southeast,m_all,,,male,-99.0,,0.0024075,0,0,0,0,0.0,0.0,2005,2005
1993,4,1,,asia_south,m_all,,,male,-99.0,,0.0037316,0,0,0,0,0.0,0.0,2005,2005
1994,4,1,,latin_america_tropical,m_all,,,male,-99.0,,0.0008129,0,0,0,0,0.0,0.0,2005,2005
1995,4,1,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0125724,0,0,0,0,0.0,0.0,2005,2005
1996,4,1,,europe_western,m_all,,,male,-99.0,,0.0002258,0,0,0,0,0.0,0.0,2005,2005
1997,4,1,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0090337,0,0,0,0,0.0,0.0,2005,2005
1998,4,1,,latin_america_southern,m_all,,,male,-99.0,,0.0005453,0,0,0,0,0.0,0.0,2005,2005
1999,4,1,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0002798,0,0,0,0,0.0,0.0,2005,2005
2000,4,1,,oceania,m_all,,,male,-99.0,,0.0035274,0,0,0,0,0.0,0.0,2005,2005
2001,4,1,,north_america_high_income,m_all,,,male,-99.0,,0.0003175,0,0,0,0,0.0,0.0,2005,2005
2002,4,1,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0124235,0,0,0,0,0.0,0.0,2005,2005
2003,4,1,,latin_america_central,m_all,,,male,-99.0,,0.0013638,0,0,0,0,0.0,0.0,2005,2005
2004,4,1,,europe_eastern,m_all,,,male,-99.0,,0.0009625,0,0,0,0,0.0,0.0,2005,2005
2005,4,1,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0052771,0,0,0,0,0.0,0.0,2005,2005
2006,4,1,,asia_east,m_all,,,male,-99.0,,0.0010763,0,0,0,0,0.0,0.0,2005,2005
2007,9,5,,europe_central,m_all,,,male,-99.0,,0.0002159,0,0,0,0,0.0,0.0,2005,2005
2008,9,5,,australasia,m_all,,,male,-99.0,,0.0001317,0,0,0,0,0.0,0.0,2005,2005
2009,9,5,,europe_eastern,m_all,,,male,-99.0,,0.0005192,0,0,0,0,0.0,0.0,2005,2005
2010,9,5,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0010189,0,0,0,0,0.0,0.0,2005,2005
2011,9,5,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0015648,0,0,0,0,0.0,0.0,2005,2005
2012,9,5,,north_america_high_income,m_all,,,male,-99.0,,0.0001568,0,0,0,0,0.0,0.0,2005,2005
2013,9,5,,latin_america_southern,m_all,,,male,-99.0,,0.000262,0,0,0,0,0.0,0.0,2005,2005
2014,9,5,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0021001,0,0,0,0,0.0,0.0,2005,2005
2015,9,5,,caribbean,m_all,,,male,-99.0,,0.0006072,0,0,0,0,0.0,0.0,2005,2005
2016,9,5,,oceania,m_all,,,male,-99.0,,0.0008908,0,0,0,0,0.0,0.0,2005,2005
2017,9,5,,asia_south,m_all,,,male,-99.0,,0.0012867,0,0,0,0,0.0,0.0,2005,2005
2018,9,5,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0020962,0,0,0,0,0.0,0.0,2005,2005
2019,9,5,,asia_southeast,m_all,,,male,-99.0,,0.0006365,0,0,0,0,0.0,0.0,2005,2005
2020,9,5,,latin_america_andean,m_all,,,male,-99.0,,0.0006619,0,0,0,0,0.0,0.0,2005,2005
2021,9,5,,north_africa_middle_east,m_all,,,male,-99.0,,0.0006435,0,0,0,0,0.0,0.0,2005,2005
2022,9,5,,asia_east,m_all,,,male,-99.0,,0.0003817,0,0,0,0,0.0,0.0,2005,2005
2023,9,5,,latin_america_tropical,m_all,,,male,-99.0,,0.0003495,0,0,0,0,0.0,0.0,2005,2005
2024,9,5,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0001386,0,0,0,0,0.0,0.0,2005,2005
2025,9,5,,asia_central,m_all,,,male,-99.0,,0.0006898,0,0,0,0,0.0,0.0,2005,2005
2026,9,5,,europe_western,m_all,,,male,-99.0,,0.0001156,0,0,0,0,0.0,0.0,2005,2005
2027,14,10,,asia_central,m_all,,,male,-99.0,,0.0006447,0,0,0,0,0.0,0.0,2005,2005
2028,14,10,,oceania,m_all,,,male,-99.0,,0.0007665,0,0,0,0,0.0,0.0,2005,2005
2029,14,10,,north_africa_middle_east,m_all,,,male,-99.0,,0.0005481,0,0,0,0,0.0,0.0,2005,2005
2030,14,10,,north_america_high_income,m_all,,,male,-99.0,,0.0002093,0,0,0,0,0.0,0.0,2005,2005
2031,14,10,,latin_america_andean,m_all,,,male,-99.0,,0.0005257,0,0,0,0,0.0,0.0,2005,2005
2032,14,10,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0011194,0,0,0,0,0.0,0.0,2005,2005
2033,14,10,,europe_western,m_all,,,male,-99.0,,0.0001417,0,0,0,0,0.0,0.0,2005,2005
2034,14,10,,australasia,m_all,,,male,-99.0,,0.0001461,0,0,0,0,0.0,0.0,2005,2005
2035,14,10,,europe_eastern,m_all,,,male,-99.0,,0.0005104,0,0,0,0,0.0,0.0,2005,2005
2036,14,10,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0014352,0,0,0,0,0.0,0.0,2005,2005
2037,14,10,,caribbean,m_all,,,male,-99.0,,0.000511,0,0,0,0,0.0,0.0,2005,2005
2038,14,10,,latin_america_southern,m_all,,,male,-99.0,,0.0003195,0,0,0,0,0.0,0.0,2005,2005
2039,14,10,,asia_southeast,m_all,,,male,-99.0,,0.0005539,0,0,0,0,0.0,0.0,2005,2005
2040,14,10,,asia_south,m_all,,,male,-99.0,,0.0009301,0,0,0,0,0.0,0.0,2005,2005
2041,14,10,,latin_america_central,m_all,,,male,-99.0,,0.0004268,0,0,0,0,0.0,0.0,2005,2005
2042,14,10,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0012527,0,0,0,0,0.0,0.0,2005,2005
2043,14,10,,asia_east,m_all,,,male,-99.0,,0.0003538,0,0,0,0,0.0,0.0,2005,2005
2044,14,10,,europe_central,m_all,,,male,-99.0,,0.0002413,0,0,0,0,0.0,0.0,2005,2005
2045,14,10,,asia_pacific_high_income,m_all,,,male,-99.0,,0.000126,0,0,0,0,0.0,0.0,2005,2005
2046,14,10,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0007675,0,0,0,0,0.0,0.0,2005,2005
2047,19,15,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0022686,0,0,0,0,0.0,0.0,2005,2005
2048,19,15,,latin_america_southern,m_all,,,male,-99.0,,0.000916,0,0,0,0,0.0,0.0,2005,2005
2049,19,15,,asia_central,m_all,,,male,-99.0,,0.0016442,0,0,0,0,0.0,0.0,2005,2005
2050,19,15,,caribbean,m_all,,,male,-99.0,,0.0011488,0,0,0,0,0.0,0.0,2005,2005
2051,19,15,,north_america_high_income,m_all,,,male,-99.0,,0.0008868,0,0,0,0,0.0,0.0,2005,2005
2052,19,15,,latin_america_tropical,m_all,,,male,-99.0,,0.0016743,0,0,0,0,0.0,0.0,2005,2005
2053,19,15,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0003768,0,0,0,0,0.0,0.0,2005,2005
2054,19,15,,europe_eastern,m_all,,,male,-99.0,,0.0014998,0,0,0,0,0.0,0.0,2005,2005
2055,19,15,,asia_east,m_all,,,male,-99.0,,0.0009118,0,0,0,0,0.0,0.0,2005,2005
2056,19,15,,north_africa_middle_east,m_all,,,male,-99.0,,0.0011056,0,0,0,0,0.0,0.0,2005,2005
2057,19,15,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0027362,0,0,0,0,0.0,0.0,2005,2005
2058,19,15,,europe_central,m_all,,,male,-99.0,,0.0006376,0,0,0,0,0.0,0.0,2005,2005
2059,19,15,,latin_america_andean,m_all,,,male,-99.0,,0.0009664,0,0,0,0,0.0,0.0,2005,2005
2060,19,15,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0019881,0,0,0,0,0.0,0.0,2005,2005
2061,19,15,,oceania,m_all,,,male,-99.0,,0.0017622,0,0,0,0,0.0,0.0,2005,2005
2062,19,15,,asia_south,m_all,,,male,-99.0,,0.0014381,0,0,0,0,0.0,0.0,2005,2005
2063,19,15,,asia_southeast,m_all,,,male,-99.0,,0.001262,0,0,0,0,0.0,0.0,2005,2005
2064,19,15,,latin_america_central,m_all,,,male,-99.0,,0.0014264,0,0,0,0,0.0,0.0,2005,2005
2065,19,15,,australasia,m_all,,,male,-99.0,,0.0005743,0,0,0,0,0.0,0.0,2005,2005
2066,19,15,,europe_western,m_all,,,male,-99.0,,0.0004983,0,0,0,0,0.0,0.0,2005,2005
2067,24,20,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0042881,0,0,0,0,0.0,0.0,2005,2005
2068,24,20,,asia_east,m_all,,,male,-99.0,,0.0012873,0,0,0,0,0.0,0.0,2005,2005
2069,24,20,,asia_pacific_high_income,m_all,,,male,-99.0,,0.000591,0,0,0,0,0.0,0.0,2005,2005
2070,24,20,,asia_southeast,m_all,,,male,-99.0,,0.0020065,0,0,0,0,0.0,0.0,2005,2005
2071,24,20,,latin_america_andean,m_all,,,male,-99.0,,0.0015907,0,0,0,0,0.0,0.0,2005,2005
2072,24,20,,north_africa_middle_east,m_all,,,male,-99.0,,0.0015975,0,0,0,0,0.0,0.0,2005,2005
2073,24,20,,caribbean,m_all,,,male,-99.0,,0.0018541,0,0,0,0,0.0,0.0,2005,2005
2074,24,20,,europe_eastern,m_all,,,male,-99.0,,0.0034187,0,0,0,0,0.0,0.0,2005,2005
2075,24,20,,latin_america_tropical,m_all,,,male,-99.0,,0.0024487,0,0,0,0,0.0,0.0,2005,2005
2076,24,20,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0047129,0,0,0,0,0.0,0.0,2005,2005
2077,24,20,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0053745,0,0,0,0,0.0,0.0,2005,2005
2078,24,20,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0034612,0,0,0,0,0.0,0.0,2005,2005
2079,24,20,,latin_america_central,m_all,,,male,-99.0,,0.0023587,0,0,0,0,0.0,0.0,2005,2005
2080,24,20,,latin_america_southern,m_all,,,male,-99.0,,0.0013194,0,0,0,0,0.0,0.0,2005,2005
2081,24,20,,europe_western,m_all,,,male,-99.0,,0.0007612,0,0,0,0,0.0,0.0,2005,2005
2082,24,20,,asia_south,m_all,,,male,-99.0,,0.0020826,0,0,0,0,0.0,0.0,2005,2005
2083,24,20,,europe_central,m_all,,,male,-99.0,,0.000996,0,0,0,0,0.0,0.0,2005,2005
2084,24,20,,asia_central,m_all,,,male,-99.0,,0.0027349,0,0,0,0,0.0,0.0,2005,2005
2085,24,20,,oceania,m_all,,,male,-99.0,,0.0028485,0,0,0,0,0.0,0.0,2005,2005
2086,24,20,,australasia,m_all,,,male,-99.0,,0.0008596,0,0,0,0,0.0,0.0,2005,2005
2087,29,25,,asia_southeast,m_all,,,male,-99.0,,0.0024231,0,0,0,0,0.0,0.0,2005,2005
2088,29,25,,asia_central,m_all,,,male,-99.0,,0.00323,0,0,0,0,0.0,0.0,2005,2005
2089,29,25,,asia_east,m_all,,,male,-99.0,,0.0013047,0,0,0,0,0.0,0.0,2005,2005
2090,29,25,,north_america_high_income,m_all,,,male,-99.0,,0.0013245,0,0,0,0,0.0,0.0,2005,2005
2091,29,25,,oceania,m_all,,,male,-99.0,,0.0034042,0,0,0,0,0.0,0.0,2005,2005
2092,29,25,,europe_eastern,m_all,,,male,-99.0,,0.0056313,0,0,0,0,0.0,0.0,2005,2005
2093,29,25,,australasia,m_all,,,male,-99.0,,0.0009454,0,0,0,0,0.0,0.0,2005,2005
2094,29,25,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.00607,0,0,0,0,0.0,0.0,2005,2005
2095,29,25,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0044823,0,0,0,0,0.0,0.0,2005,2005
2096,29,25,,north_africa_middle_east,m_all,,,male,-99.0,,0.0016981,0,0,0,0,0.0,0.0,2005,2005
2097,29,25,,latin_america_central,m_all,,,male,-99.0,,0.0025422,0,0,0,0,0.0,0.0,2005,2005
2098,29,25,,latin_america_tropical,m_all,,,male,-99.0,,0.0025762,0,0,0,0,0.0,0.0,2005,2005
2099,29,25,,europe_western,m_all,,,male,-99.0,,0.0007823,0,0,0,0,0.0,0.0,2005,2005
2100,29,25,,asia_south,m_all,,,male,-99.0,,0.0025584,0,0,0,0,0.0,0.0,2005,2005
2101,29,25,,europe_central,m_all,,,male,-99.0,,0.0011154,0,0,0,0,0.0,0.0,2005,2005
2102,29,25,,latin_america_southern,m_all,,,male,-99.0,,0.0013351,0,0,0,0,0.0,0.0,2005,2005
2103,29,25,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0120155,0,0,0,0,0.0,0.0,2005,2005
2104,29,25,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0006876,0,0,0,0,0.0,0.0,2005,2005
2105,29,25,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0057164,0,0,0,0,0.0,0.0,2005,2005
2106,29,25,,caribbean,m_all,,,male,-99.0,,0.0020779,0,0,0,0,0.0,0.0,2005,2005
